;episode_reward;episode_reward;decimal;nb_episode_steps;nb_steps
1674;3179;3179,544766742676;5,44767E+11;199;79396
;;;;;
1675;3852;3852,313211043713;3,13211E+11;181;79577
;;;;;
1676;413;413,1699538943508;1,69954E+12;179;79756
;;;;;
1677;-5008;-5008,696042447521;6,96042E+11;254;80010
;;;;;
1678;445;445,3533547194548;3,53355E+12;238;80248
;;;;;
1679;3007;3007,8547617380236;8,54762E+12;76;80324
;;;;;
1680;4671;4671,930371884321;9,30372E+11;145;80469
;;;;;
1681;4021;4021,3514788799403;3,51479E+12;96;80565
;;;;;
1682;-1944;-1944,238404071602;2,38404E+11;205;80770
;;;;;
1683;-2008;-2008,3336834364586;3,33683E+12;72;80842
;;;;;
1684;4699;4699,372859735706;3,7286E+11;150;80992
;;;;;
1685;3471;3471,4603052986927;4,60305E+12;99;81091
;;;;;
1686;3585;3585,2427200100237;2,4272E+12;142;81233
;;;;;
1687;-3052;-3052,9246047392744;9,24605E+12;253;81486
;;;;;
1688;3332;3332,8311877807564;8,31188E+12;81;81567
;;;;;
1689;3515;3515,720249817835;7,2025E+11;87;81654
;;;;;
1690;3504;3504,729599214888;7,29599E+11;152;81806
;;;;;
1691;-2198;-2198,9551932977442;9,55193E+12;215;82021
;;;;;
1692;-95;-95,93845478052;93845478052;187;82208
;;;;;
1693;1651;1651,3989220752985;3,98922E+12;50;82258
;;;;;
1694;-4406;-4406,848171937555;8,48172E+11;247;82505
;;;;;
1695;-493;-493,4030808308818;4,03081E+12;35;82540
;;;;;
1696;3310;3310,2840015963434;2,84002E+12;143;82683
;;;;;
1697;3756;3756,785411505933;7,85412E+11;131;82814
;;;;;
1698;-1117;-1117,6932056645414;6,93206E+12;212;83026
;;;;;
1699;-2318;-2318,5921939058244;5,92194E+12;210;83236
;;;;;
1700;-3146;-3146,7120227653195;7,12023E+12;204;83440
;;;;;
1701;2613;2613,355039605875;3,5504E+11;76;83516
;;;;;
1702;2043;2043,6012392194245;6,01239E+12;222;83738
;;;;;
1703;1961;1961,5682809831042;5,68281E+12;162;83900
;;;;;
1704;4736;4736,6981469143;6981469143;138;84038
;;;;;
1705;3526;3526,790349143999;7,90349E+11;125;84163
;;;;;
1706;3680;3680,6542377279125;6,54238E+12;108;84271
;;;;;
1707;-6395;-6395,478078169004;4,78078E+11;177;84448
;;;;;
1708;-1937;-1937,297723842351;2,97724E+11;214;84662
;;;;;
1709;3363;3363,684117623758;6,84118E+11;140;84802
;;;;;
1710;3323;3323,400680443087;4,0068E+11;110;84912
;;;;;
1711;4060;4060,601796723231;6,01797E+11;126;85038
;;;;;
1712;2614;2614,5965122890348;5,96512E+12;76;85114
;;;;;
1713;-176;-176,22787322645297;2,27873E+13;208;85322
;;;;;
1714;4155;4155,26272630956;26272630956;109;85431
;;;;;
1715;-2026;-2026,895481535044;8,95482E+11;222;85653
;;;;;
1716;-1189;-1189,1401719025127;1,40172E+12;57;85710
;;;;;
1717;-2604;-2604,653921020381;6,53921E+11;210;85920
;;;;;
1718;-505;-505,9436315248357;9,43632E+12;37;85957
;;;;;
1719;-490;-490,88167484564553;8,81675E+13;38;85995
;;;;;
1720;-213;-213,7609436347133;7,60944E+12;25;86020
;;;;;
1721;-274;-274,2978431297563;2,97843E+12;28;86048
;;;;;
1722;-202;-202,43410718899344;4,34107E+13;25;86073
;;;;;
1723;-184;-184,16712836646602;1,67128E+13;25;86100
;;;;;
1724;2889;2889,342881425;342881425;164;86264
;;;;;
1725;-3323;-3323,3759644483443;3,75964E+12;170;86434
;;;;;
1726;-2670;-2670,58233833088;58233833088;111;86545
;;;;;
1727;-182;-182,16793574038851;1,67936E+13;27;86572
;;;;;
1728;1962;1962,9151003997788;9,151E+12;126;86698
;;;;;
1729;-7480;;1,76315E+12;207;86905
;;;;;
1730;-7953;;8,28934E+11;230;87135
